domain_length,number_of_dots_in_domain,number_of_hyphens_in_domain,number_of_special_characters_in_domain,number_of_digits_in_domain,number_of_subdomains,average_subdomain_length,number_of_digits_in_subdomain,entropy_of_domain
27,1,0,0,0,1,5,0,2.963
38,4,0,1,3,3,5,0,3.868
37,3,0,0,2,2,6,0,3.549
21,2,1,0,1,1,7,0,3.044
27,1,0,0,0,1,5,0,2.962
35,1,0,0,0,1,5,0,2.956
42,1,0,0,0,1,5,0,2.947
28,2,1,0,1,1,7,0,3.022
36,2,0,0,0,1,7,0,2.935
46,4,0,2,8,4,4,0,4.017
42,4,0,1,3,3,5,0,3.85
40,2,1,0,1,1,7,0,3.002
22,2,1,0,1,1,7,0,3.041
11,2,0,0,0,1,7,0,2.98
47,2,1,0,1,1,7,0,2.993
47,4,0,2,8,4,4,0,4.016
44,4,0,1,3,3,5,0,3.865
43,4,0,1,3,3,5,0,3.868
36,4,0,1,3,3,5,0,3.877
36,4,0,0,1,2,7,0,3.426
16,2,0,0,0,1,7,0,2.977
55,4,0,1,3,3,5,0,3.834
25,2,1,0,1,1,7,0,3.04
31,2,1,0,1,1,7,0,3.019
16,2,0,0,0,1,7,0,2.971
44,1,0,0,0,1,5,0,2.941
52,4,0,2,8,4,4,0,3.998
46,2,0,0,0,1,7,0,3.057
35,1,0,0,0,1,5,0,2.95
34,2,0,0,0,1,7,0,3.076
26,2,0,0,0,1,7,0,3.02
50,4,0,2,8,4,4,0,4
34,3,0,0,2,2,6,0,3.442
46,5,0,2,10,4,4,0,4.12
53,1,0,0,0,1,5,0,2.933
35,3,0,0,2,2,6,0,3.453
26,2,0,0,0,1,7,0,2.971
53,5,0,2,10,4,4,0,4.095
48,4,0,2,8,4,4,0,4.005
12,2,0,0,0,1,7,0,2.985
34,1,0,0,0,1,5,0,2.957
43,3,0,0,2,2,6,0,3.533
17,2,0,0,0,1,7,0,2.968
21,1,0,0,0,1,5,0,2.978
35,3,0,0,2,2,6,0,3.541
23,2,1,0,1,1,7,0,3.034
52,5,0,2,10,4,4,0,4.104
51,5,0,2,10,4,4,0,4.103
39,2,0,0,0,1,7,0,3.06
52,3,0,0,2,2,6,0,3.489
25,2,0,0,0,1,7,0,3.048
34,3,0,0,2,2,6,0,3.542
35,3,0,0,2,2,6,0,3.544
39,4,0,2,8,4,4,0,4.043
19,2,0,0,0,1,7,0,3.07
37,4,0,1,3,3,5,0,3.87
37,4,0,1,3,3,5,0,3.876
45,2,0,0,0,1,7,0,3.058
48,4,0,2,8,4,4,0,4.015
11,2,0,0,0,1,7,0,2.987
73,5,0,2,10,4,4,0,4.056
45,4,0,2,8,4,4,0,4.034
26,1,0,0,0,1,5,0,2.946
29,2,1,0,1,1,7,0,3.021
40,3,0,0,2,2,6,0,3.536
49,4,0,2,8,4,4,0,4.006
23,2,0,0,0,1,7,0,2.956
62,3,0,0,2,2,6,0,3.479
54,4,0,1,3,3,5,0,3.835
38,3,0,0,2,2,6,0,3.548
29,2,1,0,1,1,7,0,3.034
47,4,0,2,8,4,4,0,4.04
33,2,0,0,0,1,7,0,3.07
24,1,0,0,0,1,5,0,2.97
43,3,0,0,2,2,6,0,3.458
18,1,0,0,0,1,5,0,2.964
27,3,0,0,2,2,6,0,3.482
32,1,0,0,0,1,5,0,2.954
33,1,0,0,0,1,5,0,2.952
33,1,0,0,0,1,5,0,2.947
25,1,0,0,0,1,5,0,2.967
75,5,0,2,10,4,4,0,4.054
32,2,1,0,1,1,7,0,3.031
35,4,0,1,3,3,5,0,3.876
21,1,0,0,0,1,5,0,2.89
40,3,0,0,2,2,6,0,3.501
25,2,0,0,0,1,7,0,3.073
49,5,0,2,10,4,4,0,4.109
46,2,0,0,0,1,7,0,2.925
28,2,0,0,0,1,7,0,2.96
38,3,0,0,2,2,6,0,3.538
70,4,0,1,3,3,5,0,3.819
32,2,0,0,0,1,7,0,2.94
24,3,0,0,2,2,6,0,3.453
83,5,0,2,10,4,4,0,4.046
57,4,0,1,3,3,5,0,3.833
23,1,0,0,0,1,5,0,2.975
20,3,0,0,2,2,6,0,3.461
60,4,0,1,3,3,5,0,3.832
23,2,1,0,1,1,7,0,3.04
30,3,0,0,2,2,6,0,3.546
63,4,0,1,3,3,5,0,3.827
62,5,0,2,10,4,4,0,4.09
18,1,0,0,0,1,5,0,2.96
20,1,0,0,0,1,5,0,2.965
12,1,0,0,0,1,5,0,2.9
36,3,0,0,2,2,6,0,3.529
32,2,0,0,0,1,7,0,3.07
52,1,0,0,0,1,5,0,2.937
25,2,0,0,0,1,7,0,2.964
49,4,0,1,3,3,5,0,3.862
24,2,0,0,0,1,7,0,3.071
29,1,0,0,0,1,5,0,2.943
47,2,0,0,0,1,7,0,3.056
41,3,0,0,2,2,6,0,3.528
33,2,1,0,1,1,7,0,3.03
29,3,0,0,2,2,6,0,3.447
30,3,0,0,2,2,6,0,3.458
24,1,0,0,0,1,5,0,2.964
45,5,0,1,4,3,5,0,3.97
52,2,0,0,0,1,7,0,3.051
34,2,0,0,0,1,7,0,2.939
21,3,0,0,2,2,6,0,3.455
17,2,1,0,1,1,7,0,3.052
24,2,0,0,0,1,7,0,3.078
62,2,0,0,0,1,7,0,3.04
19,1,0,0,0,1,5,0,2.953
31,2,1,0,1,1,7,0,3.012
27,1,0,0,0,1,5,0,2.966
24,3,0,0,2,2,6,0,3.46
32,3,0,0,2,2,6,0,3.47
27,2,0,0,0,1,7,0,3.075
40,1,0,0,0,1,5,0,2.949
39,4,0,1,3,3,5,0,3.866
50,4,0,2,8,4,4,0,4.037
52,4,0,1,3,3,5,0,3.84
29,1,0,0,0,1,5,0,2.962
33,3,0,0,2,2,6,0,3.443
30,3,0,0,2,2,6,0,3.454
21,2,0,0,0,1,7,0,2.976
26,2,1,0,1,1,7,0,3.035
27,2,1,0,1,1,7,0,3.036
37,3,0,0,2,2,6,0,3.446
40,4,0,1,3,3,5,0,3.869
37,3,0,0,2,2,6,0,3.514
22,3,0,0,2,2,6,0,3.458
45,3,0,0,2,2,6,0,3.496
11,2,0,0,0,1,7,0,2.96
62,5,0,2,10,4,4,0,4.092
56,5,0,2,10,4,4,0,4.094
44,5,0,2,10,4,4,0,4.112
84,5,0,2,10,4,4,0,4.045
48,4,0,2,8,4,4,0,4.028
22,2,0,0,0,1,7,0,2.955
72,5,0,2,10,4,4,0,4.058
16,1,0,0,0,1,5,0,2.979
33,4,0,1,3,3,5,0,3.86
40,2,0,0,0,1,7,0,3.052
30,2,1,0,1,1,7,0,3.013
43,2,0,0,0,1,7,0,3.06
46,4,0,1,3,3,5,0,3.867
71,5,0,2,10,4,4,0,4.059
20,1,0,0,0,1,5,0,2.952
38,4,0,1,3,3,5,0,3.869
45,4,0,1,3,3,5,0,3.866
31,4,0,0,1,2,7,0,3.431
33,3,0,0,2,2,6,0,3.451
27,1,0,0,0,1,5,0,2.957
38,2,0,0,0,1,7,0,3.061
41,4,0,1,3,3,5,0,3.872
54,2,0,0,0,1,7,0,3.048
25,2,0,0,0,1,7,0,2.952
38,3,0,0,2,2,6,0,3.506
33,2,1,0,1,1,7,0,3.032
35,3,0,0,2,2,6,0,3.457
35,2,0,0,0,1,7,0,3.057
33,3,0,0,2,2,6,0,3.469
55,3,0,0,2,2,6,0,3.486
53,4,0,1,3,3,5,0,3.837
57,4,0,1,3,3,5,0,3.835
55,5,0,2,10,4,4,0,4.091
24,2,1,0,1,1,7,0,3.041
27,3,0,0,2,2,6,0,3.457
26,3,0,0,2,2,6,0,3.462
37,3,0,0,2,2,6,0,3.512
55,5,0,2,10,4,4,0,4.099
67,4,0,1,3,3,5,0,3.822
63,3,0,0,2,2,6,0,3.478
53,5,0,2,10,4,4,0,4.04
44,4,0,1,3,3,5,0,3.869
21,2,1,0,1,1,7,0,2.99
29,4,0,0,1,2,7,0,3.433
49,2,0,0,0,1,7,0,3.054
57,5,0,2,10,4,4,0,4.095
20,2,1,0,1,1,7,0,3.03
34,1,0,0,0,1,5,0,2.951
47,4,0,1,3,3,5,0,3.866
12,2,0,0,0,1,7,0,2.95
26,2,0,0,0,1,7,0,3.076
20,1,0,0,0,1,5,0,2.987
23,1,0,0,0,1,5,0,2.971
60,5,0,2,10,4,4,0,4.072
29,3,0,0,2,2,6,0,3.463
57,5,0,2,10,4,4,0,4.085
42,3,0,0,2,2,6,0,3.499
36,4,0,1,3,3,5,0,3.874
13,2,0,0,0,1,7,0,2.978
48,1,0,0,0,1,5,0,2.941
34,2,0,0,0,1,7,0,3.074
14,2,0,0,0,1,7,0,2.93
53,5,0,2,10,4,4,0,4.103
43,4,0,2,8,4,4,0,4.044
14,1,0,0,0,1,5,0,2.971
46,2,0,0,0,1,7,0,3.056
55,4,0,1,3,3,5,0,3.835
61,5,0,2,10,4,4,0,4.069
23,1,0,0,0,1,5,0,2.978
69,5,0,2,10,4,4,0,4.06
26,1,0,0,0,1,5,0,2.967
43,4,0,1,3,3,5,0,3.852
48,4,0,2,8,4,4,0,4.019
58,3,0,0,2,2,6,0,3.483
34,3,0,0,2,2,6,0,3.454
44,4,0,2,8,4,4,0,4.028
21,1,0,0,0,1,5,0,2.967
23,2,0,0,0,1,7,0,3.079
40,3,0,0,2,2,6,0,3.504
31,2,1,0,1,1,7,0,3.015
50,4,0,2,8,4,4,0,3.993
46,3,0,0,2,2,6,0,3.454
20,2,0,0,0,1,7,0,2.969
68,5,0,2,10,4,4,0,4.062
23,4,0,0,1,2,7,0,3.44
50,4,0,2,8,4,4,0,4.002
29,2,0,0,0,1,7,0,3.073
62,4,0,1,3,3,5,0,3.828
52,5,0,2,10,4,4,0,4.1
26,3,0,0,2,2,6,0,3.557
23,2,0,0,0,1,7,0,3.05
31,2,0,0,0,1,7,0,2.942
34,3,0,0,2,2,6,0,3.467
29,2,0,0,0,1,7,0,2.944
49,5,0,2,10,4,4,0,4.08
28,2,0,0,0,1,7,0,3.074
29,1,0,0,0,1,5,0,2.96
21,1,0,0,0,1,5,0,2.989
76,5,0,2,10,4,4,0,4.053
41,1,0,0,0,1,5,0,2.946
70,4,0,2,8,4,4,0,3.971
29,3,0,0,2,2,6,0,3.454
58,5,0,2,10,4,4,0,4.08
71,4,0,1,3,3,5,0,3.818
40,1,0,0,0,1,5,0,2.947
21,1,0,0,0,1,5,0,2.988
18,2,1,0,1,1,7,0,3.05
32,2,0,0,0,1,7,0,3.071
65,5,0,2,10,4,4,0,4.089
47,1,0,0,0,1,5,0,2.942
43,5,0,2,10,4,4,0,4.113
29,1,0,0,0,1,5,0,2.951
57,2,1,0,1,1,7,0,2.983
21,1,0,0,0,1,5,0,2.963
46,1,0,0,0,1,5,0,2.94
30,2,0,0,0,1,7,0,3.043
48,3,0,0,2,2,6,0,3.453
30,1,0,0,0,1,5,0,2.964
33,2,0,0,0,1,7,0,3.069
37,4,0,1,3,3,5,0,3.873
45,3,0,0,2,2,6,0,3.456
59,4,0,1,3,3,5,0,3.831
44,4,0,2,8,4,4,0,4.035
37,4,0,1,3,3,5,0,3.874
38,4,0,1,3,3,5,0,3.873
41,4,0,2,8,4,4,0,4.038
27,1,0,0,0,1,5,0,2.961
41,1,0,0,0,1,5,0,2.945
38,3,0,0,2,2,6,0,3.438
50,4,0,2,8,4,4,0,3.997
70,5,0,2,10,4,4,0,4.06
43,1,0,0,0,1,5,0,2.942
33,2,0,0,0,1,7,0,2.94
27,2,1,0,1,1,7,0,3.022
21,2,0,0,0,1,7,0,2.968
74,5,0,2,10,4,4,0,4.055
41,3,0,0,2,2,6,0,3.459
22,3,0,0,2,2,6,0,3.42
28,2,0,0,0,1,7,0,3.071
35,3,0,0,2,2,6,0,3.551
30,3,0,0,2,2,6,0,3.446
42,3,0,0,2,2,6,0,3.498
31,2,0,0,0,1,7,0,3.083
51,4,0,2,8,4,4,0,4.028
67,3,0,0,2,2,6,0,3.474
32,3,0,0,2,2,6,0,3.534
32,3,0,0,2,2,6,0,3.46
17,2,1,0,1,1,7,0,3.05
39,3,0,0,2,2,6,0,3.537
32,3,0,0,2,2,6,0,3.469
27,3,0,0,2,2,6,0,3.449
39,4,0,1,3,3,5,0,3.865
61,5,0,2,10,4,4,0,4.093
53,3,0,0,2,2,6,0,3.447
48,4,0,1,3,3,5,0,3.863
59,3,0,0,2,2,6,0,3.441
62,4,0,2,8,4,4,0,3.979
39,4,0,1,3,3,5,0,3.872
50,4,0,1,3,3,5,0,3.84
23,3,0,0,2,2,6,0,3.46
54,4,0,1,3,3,5,0,3.836
33,3,0,0,2,2,6,0,3.532
44,4,0,1,3,3,5,0,3.851
36,4,0,1,3,3,5,0,3.876
37,2,0,0,0,1,7,0,3.068
30,2,0,0,0,1,7,0,3.089
44,1,0,0,0,1,5,0,2.942
27,3,0,0,2,2,6,0,3.52
25,3,0,0,2,2,6,0,3.451
29,2,0,0,0,1,7,0,3.086
61,4,0,1,3,3,5,0,3.831
54,5,0,2,10,4,4,0,4.093
29,2,0,0,0,1,7,0,3.063
43,1,0,0,0,1,5,0,2.944
59,5,0,2,10,4,4,0,4.095
27,3,0,0,2,2,6,0,3.469
21,4,0,0,1,2,7,0,3.444
38,3,0,0,2,2,6,0,3.454
29,4,0,1,3,3,5,0,3.88
28,3,0,0,2,2,6,0,3.51
77,5,0,2,10,4,4,0,4.052
19,1,0,0,0,1,5,0,2.963
24,2,0,0,0,1,7,0,2.969
32,2,1,0,1,1,7,0,3.011
41,2,0,0,0,1,7,0,2.93
42,1,0,0,0,1,5,0,2.945
44,2,0,0,0,1,7,0,3.058
34,3,0,0,2,2,6,0,3.517
26,2,0,0,0,1,7,0,2.963
33,2,0,0,0,1,7,0,3.04
24,3,0,0,2,2,6,0,3.4
34,4,0,1,3,3,5,0,3.882
52,2,0,0,0,1,7,0,2.919
61,5,0,2,10,4,4,0,4.071
54,4,0,2,8,4,4,0,4.025
29,2,0,0,0,1,7,0,2.947
24,2,1,0,1,1,7,0,3.032
32,3,0,0,2,2,6,0,3.533
51,3,0,0,2,2,6,0,3.49
50,5,0,2,10,4,4,0,4.07
51,1,0,0,0,1,5,0,2.938
37,3,0,0,2,2,6,0,3.51
52,5,0,1,4,3,5,0,3.963
41,4,0,1,3,3,5,0,3.855
51,4,0,2,8,4,4,0,3.999
40,4,0,1,3,3,5,0,3.863
44,1,0,0,0,1,5,0,2.945
39,4,0,1,3,3,5,0,3.868
47,5,0,2,10,4,4,0,4.1
48,2,1,0,1,1,7,0,2.994
43,4,0,1,3,3,5,0,3.849
29,2,0,0,0,1,7,0,2.945
42,1,0,0,0,1,5,0,2.944
21,2,0,0,0,1,7,0,3.08
54,5,0,2,10,4,4,0,4.092
10,2,0,0,0,1,7,0,2.99
71,5,0,2,10,4,4,0,4.058
34,3,0,0,2,2,6,0,3.45
50,4,0,2,8,4,4,0,4.004
12,2,0,0,0,1,7,0,2.981
50,5,0,2,10,4,4,0,4.106
26,1,0,0,0,1,5,0,2.959
29,3,0,0,2,2,6,0,3.542
69,5,0,2,10,4,4,0,4.061
33,2,0,0,0,1,7,0,2.943
37,3,0,0,2,2,6,0,3.539
31,2,1,0,1,1,7,0,3.034
32,1,0,0,0,1,5,0,2.956
18,2,0,0,0,1,7,0,2.967
37,3,0,0,2,2,6,0,3.542
43,3,0,0,2,2,6,0,3.497
19,2,0,0,0,1,7,0,2.966
63,4,0,2,8,4,4,0,3.978
21,1,0,0,0,1,5,0,2.97
46,5,0,2,10,4,4,0,4.11
28,1,0,0,0,1,5,0,2.964
16,1,0,0,0,1,5,0,2.959
52,5,0,2,10,4,4,0,4.05
32,3,0,0,2,2,6,0,3.547
29,1,0,0,0,1,5,0,2.956
49,5,0,1,4,3,5,0,3.966
54,4,0,1,3,3,5,0,3.851
35,4,0,0,1,2,7,0,3.427
80,5,0,2,10,4,4,0,4.049
28,3,0,0,2,2,6,0,3.554
44,5,0,1,4,3,5,0,3.971
33,2,0,0,0,1,7,0,2.939
46,4,0,1,3,3,5,0,3.865
30,3,0,0,2,2,6,0,3.462
33,3,0,0,2,2,6,0,3.543
29,4,0,1,3,3,5,0,3.865
34,3,0,0,2,2,6,0,3.535
27,2,1,0,1,1,7,0,3.038
39,3,0,0,2,2,6,0,3.437
43,4,0,1,3,3,5,0,3.855
30,1,0,0,0,1,5,0,2.945
44,3,0,0,2,2,6,0,3.497
23,2,0,0,0,1,7,0,3.068
36,3,0,0,2,2,6,0,3.513
29,3,0,0,2,2,6,0,3.455
52,4,0,2,8,4,4,0,4.035
28,2,1,0,1,1,7,0,3.033
39,3,0,0,2,2,6,0,3.54
30,1,0,0,0,1,5,0,2.954
20,2,0,0,0,1,7,0,2.973
26,1,0,0,0,1,5,0,2.958
40,2,0,0,0,1,7,0,2.931
17,1,0,0,0,1,5,0,2.963
30,2,0,0,0,1,7,0,2.944
41,2,0,0,0,1,7,0,3.061
33,1,0,0,0,1,5,0,2.954
56,5,0,2,10,4,4,0,4.098
39,4,0,1,3,3,5,0,3.864
42,3,0,0,2,2,6,0,3.534
27,3,0,0,2,2,6,0,3.481
37,3,0,0,2,2,6,0,3.507
17,2,0,0,0,1,7,0,2.969
32,4,0,1,3,3,5,0,3.888
24,2,1,0,1,1,7,0,3.035
28,2,0,0,0,1,7,0,2.965
56,5,0,2,10,4,4,0,4.096
30,2,0,0,0,1,7,0,3.062
30,2,0,0,0,1,7,0,3.088
67,5,0,2,10,4,4,0,4.062
66,4,0,1,3,3,5,0,3.823
39,1,0,0,0,1,5,0,2.946
23,2,1,0,1,1,7,0,3.035
29,3,0,0,2,2,6,0,3.478
75,5,0,2,10,4,4,0,4.055
51,4,0,2,8,4,4,0,3.996
31,3,0,0,2,2,6,0,3.445
53,4,0,2,8,4,4,0,3.99
39,3,0,0,2,2,6,0,3.461
51,5,0,2,10,4,4,0,4.06
50,1,0,0,0,1,5,0,2.936
26,3,0,0,2,2,6,0,3.458
47,5,0,2,10,4,4,0,4.109
58,2,1,0,1,1,7,0,2.982
41,4,0,1,3,3,5,0,3.86
48,5,0,2,10,4,4,0,4.09
37,1,0,0,0,1,5,0,2.949
49,2,0,0,0,1,7,0,2.922
37,3,0,0,2,2,6,0,3.464
35,3,0,0,2,2,6,0,3.53
31,3,0,0,2,2,6,0,3.461
22,3,0,0,2,2,6,0,3.462
56,3,0,0,2,2,6,0,3.485
58,4,0,1,3,3,5,0,3.831
17,2,0,0,0,1,7,0,2.97
13,2,0,0,0,1,7,0,2.984
57,5,0,2,10,4,4,0,4.099
16,1,0,0,0,1,5,0,2.978
18,2,1,0,1,1,7,0,3.012
26,2,0,0,0,1,7,0,2.95
52,5,0,2,10,4,4,0,4.102
45,1,0,0,0,1,5,0,2.941
27,4,0,0,1,2,7,0,3.435
27,3,0,0,2,2,6,0,3.461
49,4,0,1,3,3,5,0,3.86
22,2,1,0,1,1,7,0,3.037
35,2,0,0,0,1,7,0,3.067
30,3,0,0,2,2,6,0,3.453
50,2,1,0,1,1,7,0,2.99
56,1,0,0,0,1,5,0,2.93
68,5,0,2,10,4,4,0,4.061
25,2,0,0,0,1,7,0,2.95
64,4,0,1,3,3,5,0,3.825
60,5,0,2,10,4,4,0,4.075
37,1,0,0,0,1,5,0,2.952
31,2,0,0,0,1,7,0,3.068
27,1,0,0,0,1,5,0,2.948
16,2,0,0,0,1,7,0,2.972
19,1,0,0,0,1,5,0,2.966
45,4,0,2,8,4,4,0,4.031
45,4,0,2,8,4,4,0,3.98
24,2,1,0,1,1,7,0,3.026
28,3,0,0,2,2,6,0,3.474
64,5,0,2,10,4,4,0,4.092
28,2,1,0,1,1,7,0,3.035
36,2,0,0,0,1,7,0,3.056
23,2,0,0,0,1,7,0,2.953
49,4,0,2,8,4,4,0,4.027
54,4,0,2,8,4,4,0,4.033
23,3,0,0,2,2,6,0,3.469
42,1,0,0,0,1,5,0,2.943
26,2,1,0,1,1,7,0,3.033
30,1,0,0,0,1,5,0,2.942
25,1,0,0,0,1,5,0,2.959
24,1,0,0,0,1,5,0,2.971
38,4,0,1,3,3,5,0,3.81
33,1,0,0,0,1,5,0,2.953
46,4,0,1,3,3,5,0,3.863
43,4,0,2,8,4,4,0,4.031
38,4,0,1,3,3,5,0,3.87
48,2,1,0,1,1,7,0,2.992
31,3,0,0,2,2,6,0,3.538
22,1,0,0,0,1,5,0,2.983
52,3,0,0,2,2,6,0,3.448
15,1,0,0,0,1,5,0,2.958
33,4,0,1,3,3,5,0,3.885
44,1,0,0,0,1,5,0,2.94
20,2,0,0,0,1,7,0,2.961
29,2,0,0,0,1,7,0,3.044
15,1,0,0,0,1,5,0,2.957
21,1,0,0,0,1,5,0,2.987
15,1,0,0,0,1,5,0,2.93
30,3,0,0,2,2,6,0,3.549
34,2,0,0,0,1,7,0,3.039
13,1,0,0,0,1,5,0,2.97
35,4,0,1,3,3,5,0,3.861
20,1,0,0,0,1,5,0,2.964
33,2,1,0,1,1,7,0,3.01
61,4,0,1,3,3,5,0,3.829
47,1,0,0,0,1,5,0,2.937
37,1,0,0,0,1,5,0,2.948
62,4,0,1,3,3,5,0,3.827
54,1,0,0,0,1,5,0,2.932
16,1,0,0,0,1,5,0,2.969
54,4,0,2,8,4,4,0,3.989
18,1,0,0,0,1,5,0,2.92
39,3,0,0,2,2,6,0,3.502
35,3,0,0,2,2,6,0,3.519
36,3,0,0,2,2,6,0,3.515
70,5,0,2,10,4,4,0,4.059
25,2,1,0,1,1,7,0,3.029
33,2,0,0,0,1,7,0,3.081
45,1,0,0,0,1,5,0,2.939
26,3,0,0,2,2,6,0,3.54
33,2,1,0,1,1,7,0,3.028
43,4,0,2,8,4,4,0,4.036
28,4,0,0,1,2,7,0,3.434
38,3,0,0,2,2,6,0,3.541
36,2,0,0,0,1,7,0,3.072
23,3,0,0,2,2,6,0,3.461
24,2,1,0,1,1,7,0,3.031
29,2,0,0,0,1,7,0,3.085
19,1,0,0,0,1,5,0,2.985
30,2,1,0,1,1,7,0,3.033
79,4,0,2,8,4,4,0,3.962
32,3,0,0,2,2,6,0,3.554
46,4,0,2,8,4,4,0,4.03
47,3,0,0,2,2,6,0,3.494
20,2,0,0,0,1,7,0,2.963
51,2,0,0,0,1,7,0,3.051
45,5,0,2,10,4,4,0,4.111
20,1,0,0,0,1,5,0,2.97
22,1,0,0,0,1,5,0,2.963
19,2,1,0,1,1,7,0,3.031
63,4,0,1,3,3,5,0,3.826
26,2,0,0,0,1,7,0,2.949
58,5,0,2,10,4,4,0,4.074
42,3,0,0,2,2,6,0,3.458
74,4,0,2,8,4,4,0,3.967
56,5,0,2,10,4,4,0,4.086
30,2,0,0,0,1,7,0,3.08
28,2,0,0,0,1,7,0,3.082
35,2,0,0,0,1,7,0,2.936
26,2,0,0,0,1,7,0,3.066
29,2,0,0,0,1,7,0,3.074
79,5,0,2,10,4,4,0,4.05
29,3,0,0,2,2,6,0,3.551
27,2,0,0,0,1,7,0,3.079
46,3,0,0,2,2,6,0,3.495
40,3,0,0,2,2,6,0,3.546
24,2,0,0,0,1,7,0,2.953
24,2,1,0,1,1,7,0,3.033
37,2,0,0,0,1,7,0,3.036
30,1,0,0,0,1,5,0,2.961
24,1,0,0,0,1,5,0,2.96
55,5,0,2,10,4,4,0,4.089
13,1,0,0,0,1,5,0,2.95
46,2,1,0,1,1,7,0,2.994
57,5,0,2,10,4,4,0,4.081
39,4,0,1,3,3,5,0,3.857
43,3,0,0,2,2,6,0,3.526
40,4,0,1,3,3,5,0,3.862
23,1,0,0,0,1,5,0,2.949
25,1,0,0,0,1,5,0,2.963
22,1,0,0,0,1,5,0,2.966
59,4,0,1,3,3,5,0,3.83
30,3,0,0,2,2,6,0,3.49
16,1,0,0,0,1,5,0,2.94
47,5,0,1,4,3,5,0,3.968
58,4,0,1,3,3,5,0,3.832
33,3,0,0,2,2,6,0,3.529
66,5,0,2,10,4,4,0,4.088
36,2,1,0,1,1,7,0,3.025
23,1,0,0,0,1,5,0,2.979
24,2,0,0,0,1,7,0,2.965
29,2,1,0,1,1,7,0,3.036
36,1,0,0,0,1,5,0,2.951
35,2,0,0,0,1,7,0,2.937
27,2,0,0,0,1,7,0,3.01
57,2,0,0,0,1,7,0,3.045
53,1,0,0,0,1,5,0,2.936
29,3,0,0,2,2,6,0,3.473
26,1,0,0,0,1,5,0,2.968
21,2,1,0,1,1,7,0,3.042
49,5,0,2,10,4,4,0,4.108
19,2,0,0,0,1,7,0,3.056
