domain_length,number_of_dots_in_domain,number_of_hyphens_in_domain,number_of_special_characters_in_domain,number_of_digits_in_domain,number_of_subdomains,average_subdomain_length,number_of_digits_in_subdomain,entropy_of_domain
23,2,1,0,2,2,5.5,0,3.96900163
15,2,1,0,0,1,11,0,2.923231429
9,3,0,0,2,2,2,1,2.947702779
34,5,1,0,4,2,7.5,0,4.07967865
13,1,1,0,0,1,9,0,3.238901257
16,7,0,0,1,3,3,0,3.280639062
21,5,3,0,0,3,3,0,3.499227542
22,2,0,0,2,2,9,2,3.879664005
13,2,1,0,0,1,9,0,3.334679141
28,6,0,0,2,3,3,0,3.651478923
15,3,1,0,0,3,3,0,3.006238929
17,3,0,0,17,3,3,0,3.572469459
14,1,1,1,0,1,4.5,0,3.664497779
14,4,1,1,2,2,3,0,3.039148672
25,1,2,0,0,1,5.333333333,0,3.749275071
29,2,0,0,0,2,13,0,3.745406426
20,2,1,0,0,2,12,0,3.38418372
18,4,0,0,0,3,3,0,3.26633264
20,1,0,0,30,1,17,0,3.546439345
9,6,0,1,1,1,5,0,2.641604168
11,3,1,5,11,1,7,0,3.095795255
18,3,1,0,9,2,3,0,3.308270835
5,3,0,0,2,2,1,0,3.979097891
15,7,1,1,2,2,3,0,3.189898095
15,6,0,1,0,2,3,0,3.006238929
14,5,2,1,1,2,5,0,3.521640636
11,2,0,1,2,1,7,2,3.277613437
27,2,3,0,10,1,5,10,3.884155095
23,2,2,0,7,2,3,0,3.555533151
21,1,2,1,24,1,17,0,3.558518613
19,4,0,0,29,3,5,0,3.681880803
10,2,1,0,4,1,17.5,0,2.235926351
17,3,0,0,0,2,3,0,2.984234165
10,4,1,1,3,2,14.5,0,3.642371449
18,2,0,0,0,2,9,0,3.46132014
26,3,1,7,2,2,3,0,3.87314068
28,4,0,0,0,2,3,0,3.937193209
14,3,0,0,0,2,8,0,3.378783493
18,5,1,0,24,2,3,0,3.419381946
11,4,0,0,8,3,2,2,2.413088436
42,2,1,0,0,2,14,0,3.990082828
19,2,1,0,19,2,3,0,3.536886724
18,2,0,0,0,1,13,0,3.155221529
13,3,1,0,0,2,3,0,3.026986833
18,1,0,0,0,1,14,0,3.572431251
14,5,0,0,1,2,3,0,2.896291529
25,3,0,0,3,2,10,0,4.13366069
12,3,1,5,7,1,8,0,3.188721876
17,7,1,1,5,2,3,0,3.572469459
19,4,0,2,8,2,8,0,3.431623566
35,5,0,0,0,4,13,0,3.971302302
12,3,1,0,0,2,3,0,2.688721876
15,4,0,0,0,3,3,0,3.323231429
14,2,0,0,8,1,10,0,3.378783493
18,2,0,0,0,2,6,0,3.836591668
30,4,1,0,5,3,9,5,4.081727679
130,13,5,0,27,12,3,0,4.631795895
17,3,0,1,1,2,3,0,3.175123135
13,4,0,0,0,2,6,0,3.238901257
15,2,0,0,0,2,3,0,3.323231429
29,1,0,2,12,1,25,0,3.49557496
19,3,0,0,17,2,3,0,3.431623566
26,2,1,0,4,1,10.5,0,3.45949116
18,6,1,7,8,2,3,0,3.572431251
24,1,0,0,51,1,20,0,3.855388542
19,7,0,0,0,1,15,0,3.681880803
21,3,0,0,0,2,8,0,3.630412661
20,2,1,0,7,2,5,5,3.921928095
17,3,0,0,0,2,3,0,3.337175341
14,6,1,7,8,2,3,0,3.039148672
20,2,0,0,0,2,3,0,3.646439345
14,10,3,0,7,2,4,1,3.324862958
25,2,0,0,0,2,12,0,3.65366069
18,1,0,0,25,1,15,0,3.572431251
15,3,0,0,1,2,3,0,2.789898095
25,2,1,0,19,2,3,0,3.89366069
59,6,0,0,7,6,6,0,4.246552795
13,2,0,0,3,1,9,0,3.39274741
22,1,0,0,0,1,18,0,3.55034071
17,4,0,3,0,2,3,0,3.263933429
18,5,1,0,0,3,3,0,3.308270835
13,2,0,0,0,1,9,0,3.39274741
13,3,0,0,0,2,2,0,3.238901257
12,2,0,1,28,1,8,0,3.251629167
26,2,0,0,0,2,19,0,3.777362795
13,2,1,0,0,1,10,0,3.546593564
12,2,0,0,0,1,8,0,3.084962501
25,2,1,0,0,1,10.5,0,3.91326969
15,2,0,1,2,2,1,0,3.056564762
9,4,0,6,7,1,5,0,2.641604168
14,4,0,0,0,2,4,0,3.039148672
18,2,0,0,4,2,6,0,3.503258335
18,1,0,0,18,1,14,0,3.725480557
16,7,1,0,2,3,3,0,3.280639062
13,1,0,0,3,1,10,0,3.39274741
12,2,0,0,0,1,9,0,3.251629167
15,2,2,0,18,2,3,0,3.323231429
8,1,0,0,2,1,5,0,3
21,2,1,0,15,1,8,0,3.558518613
14,2,0,0,0,1,9,0,3.324862958
45,1,0,0,8,1,45,3,3.5
51,4,4,0,8,3,8,5,4.257935823
19,3,0,0,2,2,12,0,3.93213804
19,7,0,0,0,2,3,0,3.471354487
18,3,0,0,0,2,11,0,3.614369446
16,2,0,0,20,1,13,0,3.625
7,2,0,0,1,1,4,0,2.521640636
31,4,0,0,0,4,3,0,3.784368488
15,7,0,0,1,2,3,0,3.189898095
33,6,0,0,11,5,3,0,4.16198759
32,4,0,0,0,3,3,0,3.905639062
11,7,0,0,7,1,8,3,3.277613437
31,5,1,0,11,2,3,0,3.708093392
22,2,0,0,0,2,3,0,3.322179346
24,3,1,2,8,2,7,1,3.470175521
30,5,0,0,1,2,8,1,3.669576746
61,5,3,0,0,5,7,0,4.028880477
19,3,1,0,0,2,3,0,3.471354487
18,1,0,0,0,1,14,0,3.614369446
26,2,0,0,0,2,13,0,3.561607392
14,1,1,0,21,1,10,0,2.985228136
12,2,0,1,0,1,8,0,2.918295834
7,2,1,1,6,1,4,0,2.521640636
12,1,0,1,1,1,8,0,3.418295834
19,1,0,0,4,1,15,0,3.40582225
13,2,2,1,18,1,9,0,3.39274741
25,3,2,0,0,2,4.333333333,0,3.70346519
25,4,1,3,0,2,18,0,3.97366069
174,13,1,0,64,12,7,0,4.206648836
25,2,2,0,0,2,5.333333333,0,3.89366069
16,2,0,0,0,1,12,0,3.125
13,5,8,0,11,1,10,0,3.39274741
52,4,1,0,0,4,6.5,0,3.968918564
10,2,1,0,0,1,7,0,3.121928095
20,2,0,0,8,1,17,0,3.48418372
29,3,0,0,25,2,15,9,4.23729134
32,8,1,3,4,6,2,0,3.780639062
11,1,0,0,0,1,7,0,3.095795255
17,1,0,0,0,1,13,0,3.4548224
19,2,0,0,0,2,9,0,3.681880803
11,2,0,1,0,1,7,0,3.095795255
23,3,1,0,0,2,3,0,3.936180434
24,2,0,0,0,2,3,0,3.573934896
34,4,0,0,24,3,13,0,3.502924518
14,4,0,0,1,2,3,0,2.896291529
30,4,2,2,56,3,6,0,3.831401845
9,1,0,0,0,1,6,0,2.947702779
16,6,1,1,2,2,3,0,3.327819531
19,3,5,0,22,2,10,0,3.681880803
14,5,0,0,0,2,3,0,3.039148672
13,6,1,1,2,2,3,0,3.026986833
11,2,0,1,6,1,7,0,3.095795255
14,4,1,0,0,2,3,0,3.324862958
17,4,0,0,0,3,4,0,3.4548224
13,4,1,1,2,2,3,0,2.931208949
24,3,0,0,0,2,3,0,3.855388542
6,1,0,0,1,1,3,0,2.584962501
32,2,0,0,62,2,16,10,4.241729297
13,3,0,0,10,3,2,2,2.449311833
17,2,0,0,0,2,4,0,3.572469459
9,1,0,0,2,1,5,0,2.725480557
75,11,2,0,2,11,7,0,4.333260267
17,1,1,0,1,1,6,1,3.690116518
27,6,0,0,0,5,2,0,3.574357762
36,5,1,2,48,4,9,0,3.902990544
17,2,1,0,0,1,14,0,3.292770194
12,1,1,0,27,1,8,0,3.418295834
19,3,1,4,12,1,7,0,3.471354487
16,3,0,2,0,2,3,0,3.452819531
20,2,0,0,0,1,16,0,3.621928095
17,2,2,4,36,1,14,0,3.101881223
15,2,1,0,1,1,5,0,3.506890596
18,2,0,1,57,2,3,0,3.419381946
23,12,3,1,9,2,3,0,3.534219021
23,2,0,0,5,2,12,0,3.588354347
14,3,0,0,36,2,4,0,3.378783493
24,3,0,0,1,2,3,0,3.511027604
13,3,0,0,0,2,3,0,3.026986833
1,4,0,2,4,2,1,0,3.587858798
24,3,0,0,0,2,3,0,3.65726823
15,1,1,0,0,1,5,0,3.773557262
21,4,0,0,27,3,5,0,3.880179923
19,9,1,0,0,3,3,0,3.536886724
14,2,0,2,0,1,10,0,3.521640636
13,2,0,0,2,1,9,0,3.39274741
29,2,0,0,3,2,16,3,3.961429271
27,3,1,0,1,3,8,0,3.930270372
45,6,0,2,1,6,6,0,3.90332102
20,2,0,0,0,2,3,0,3.68418372
30,2,0,0,1,2,21,0,3.628072996
27,3,2,2,0,3,3,0,3.930270372
17,2,0,0,5,1,13,4,3.4548224
36,3,4,1,17,3,15,15,4.10701771
21,2,1,1,0,1,15,0,3.594465637
22,2,0,0,2,1,18,0,3.390805482
13,2,0,1,19,2,6,0,3.238901257
42,3,4,0,11,3,7.5,0,4.234479554
35,3,2,0,0,2,9,0,4.05757516
17,6,2,1,2,2,3,0,3.337175341
21,4,0,0,26,3,5,0,3.880179923
13,2,0,0,2,1,9,0,3.39274741
14,1,1,0,0,1,4.5,0,3.324862958
10,3,1,0,6,2,14.5,0,3.419381946
13,1,1,0,21,1,9,0,3.39274741
31,2,1,0,0,2,11.5,0,3.808719697
20,1,0,0,22,1,16,0,3.241446071
17,7,2,1,2,2,3,0,3.572469459
24,5,0,0,1,4,5,0,3.351227481
18,1,0,0,0,1,15,0,3.46132014
14,2,0,0,0,1,10,0,3.521640636
10,4,0,2,1,1,6,0,3.121928095
15,4,0,0,6,2,8,5,3.189898095
23,4,0,0,0,1,19,0,3.708132065
13,2,0,2,17,1,9,0,3.39274741
15,1,1,1,27,1,11,0,3.373557262
16,2,1,0,0,1,6,0,3.875
11,2,0,1,28,1,7,0,3.095795255
12,2,0,0,8,1,9,0,2.918295834
27,4,0,0,0,2,3,0,3.45416841
19,2,1,0,0,1,7,0,3.93213804
5,2,0,0,0,2,17,0,3.625
13,4,2,0,13,2,5,0,3.026986833
11,3,3,0,14,2,3,0,2.663532755
57,5,1,0,12,5,6,0,4.390556691
9,1,1,0,3,1,6,3,2.947702779
57,3,5,0,25,3,7,1,4.102272419
8,2,0,0,2,1,4,2,3
167,13,0,0,31,13,6,0,4.837995434
5,1,0,0,0,1,2,0,2.321928095
15,6,1,1,0,2,8,0,3.373557262
20,3,0,1,5,2,2,1,3.621928095
30,5,0,2,14,3,3,0,3.28591758
13,6,1,1,2,2,3,0,3.026986833
11,2,0,0,0,1,7,0,2.845350937
13,2,0,0,2,1,9,0,3.39274741
21,4,0,0,35,3,6,0,3.522571589
12,2,0,0,0,1,8,0,3.251629167
25,3,3,0,0,2,3,0,3.59326969
27,2,0,0,3,2,14,0,3.954530448
23,2,0,2,5,2,12,0,3.588354347
12,2,0,3,1,1,8,0,3.251629167
19,2,1,0,0,1,15,0,3.576617645
33,2,1,0,1,2,11,0,3.980169408
37,6,6,0,16,6,3,0,3.992708771
18,2,1,2,61,1,15,0,3.572431251
24,2,0,0,0,2,11,0,3.522055209
15,2,0,0,2,2,8,0,2.923231429
11,1,0,0,25,1,7,0,3.095795255
16,1,0,2,8,1,12,0,3.5
18,7,1,0,0,2,10,0,3.308270835
13,4,3,2,60,1,9,0,3.39274741
15,4,0,0,1,3,3,0,3.139572262
21,4,0,6,7,2,3,0,3.522571589
24,2,1,0,2,2,3,0,3.688721876
16,1,0,0,1,1,12,1,3.452819531
51,4,4,0,8,3,8,5,4.257935823
6,1,0,0,6,1,3,0,2.584962501
19,6,1,0,4,2,3,0,3.40582225
28,4,3,4,8,2,12,0,3.753434386
24,9,0,0,0,3,3,0,3.625814584
25,3,0,0,0,2,3,0,3.643074189
13,6,1,1,2,2,3,0,3.026986833
14,2,0,0,0,1,10,0,3.182005815
32,2,0,0,55,2,16,10,4.179229297
34,4,3,1,3,2,18,0,3.914689224
23,2,0,0,0,1,19,0,3.58401237
14,1,1,0,4,1,10,0,3.378783493
17,14,0,2,0,2,6,0,3.431623566
34,3,0,0,1,2,18,0,3.914689224
18,2,0,0,0,2,11,0,3.503258335
12,4,0,5,6,1,8,0,3.251629167
13,2,0,0,2,1,9,0,3.39274741
13,5,0,0,10,3,3,3,2.87314068
18,3,0,0,1,2,9,0,3.086048612
9,1,0,0,24,1,5,0,3.169925001
15,3,0,0,0,2,9,0,3.323231429
14,2,0,0,0,2,3,0,2.950212065
10,3,0,1,37,1,7,0,3.121928095
46,1,3,0,16,1,10,16,4.71878913
14,3,0,0,0,2,3,0,3.324862958
15,7,1,1,2,2,3,0,3.189898095
40,5,0,0,12,4,18,10,4.165311532
11,1,3,1,31,1,7,0,3.277613437
23,2,0,0,1,2,3,0,3.501397825
16,2,0,0,0,2,3,0,3.077819531
13,2,0,0,4,1,9,0,3.39274741
15,2,0,2,0,1,11,0,3.323231429
41,2,3,0,0,2,6.25,0,4.125129443
33,5,1,0,1,5,8,0,3.942438726
45,2,1,2,10,2,15.5,0,4.169413652
11,1,0,0,20,1,7,0,3.277613437
10,3,0,1,0,1,7,0,3.321928095
20,2,0,0,0,2,3,0,3.68418372
23,5,0,0,0,2,16,0,3.638147696
15,2,2,0,14,2,3,0,3.323231429
24,2,0,1,12,1,20,0,3.65726823
22,1,0,0,16,1,18,0,3.606936732
28,2,0,1,25,1,25,25,2.376717193
13,2,0,0,2,1,9,0,3.39274741
24,3,0,0,1,2,12,0,3.486440502
28,8,1,3,1,5,2,0,3.767375798
23,2,1,0,1,2,8,0,3.534219021
13,2,0,0,1,1,9,0,3.39274741
13,3,0,0,0,2,3,0,3.026986833
14,2,0,0,13,1,10,2,3.664497779
35,9,1,3,1,6,2,0,3.650013374
17,4,0,2,4,2,3,0,3.219528282
21,3,0,0,1,2,3,0,3.499227542
24,2,1,0,0,2,6,0,3.65726823
12,3,0,0,6,2,5,0,3.084962501
22,4,1,2,4,3,8,0,3.572623664
16,3,0,1,28,2,7,0,3.5
